web-scraper-order,web-scraper-start-url,joblink,joblink-href,Job,company,Location,keyskills,experience
"1551709255-2291","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-30","C++ Bluetooth Developer","https://www.naukri.com/job-listings-C-Bluetooth-Developer-Toppersedge-com-India-Pvt-Ltd-Bengaluru-2-to-6-years-090818007820?src=premjobsearchDesk&sid=1551709259239&xp=42&px=30","C++ Bluetooth Developer","Toppersedge.com India Pvt Ltd","Bengaluru","Embedded C++     OOPS     Bluetooth     Automotive Infotainment     design patterns     Media functionalities     Audio     Video","2 - 6 yrs"
"1551709347-2323","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-30","Business Analyst with Lending Solutions","https://www.naukri.com/job-listings-Business-Analyst-with-Lending-Solutions-MATRIX-RECRUITMENT-CONSULTING-LLP-Pune-4-to-8-years-231118007346?src=premjobsearchDesk&sid=1551709259239&xp=10&px=30","Business Analyst with Lending Solutions","MATRIX RECRUITMENT CONSULTING LLP","Pune","Lending     Presales     Business Analysis     Middle East","4 - 8 yrs"
"1551707657-1746","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-41",".Net Developer - Asp/mvc","https://www.naukri.com/job-listings-Net-Developer-Asp-mvc-StepUpFind-Pune-5-to-10-years-221118900055?src=premjobsearchDesk&sid=15517076516301&xp=37&px=41",".Net Developer - Asp/mvc","StepUpFind","Pune",".Net     ASP     MVC     .Net Developer     C#     VB.NET     LINQ     Entity Framework     XML     JSON.     MS SQL Server 2012     2016     Oracle 10g     Oracle 11g     Oracle 12g","5 - 10 yrs"
"1551711085-2942","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-3","Frontend Web Developer - Html/css","https://www.naukri.com/job-listings-Frontend-Web-Developer-Html-css-TalentStack-The-Hiring-Story-Bengaluru-1-to-4-years-040319001769?src=premjobsearchDesk&sid=15517110881881&xp=41&px=3","Frontend Web Developer - Html/css","TalentStack/The Hiring Story","Bengaluru","HTML     CSS     Javascript     React.Js     Web Development     DOM     Front End     GIT     Web Technologies     Plugins     Frontend Web Developer","1 - 4 yrs"
"1551710952-2896","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-8","Tech Lead - Full Stack Developer / Full Stack Lead (5 Yrs - 9 Yrs)","https://www.naukri.com/job-listings-Tech-Lead-Full-Stack-Developer-Full-Stack-Lead-5-Yrs-9-Yrs-Brainsearch-Consulting-Pvt-Ltd-Delhi-NCR-Bengaluru-Mangalore-6-to-9-years-260219003733?src=premjobsearchDesk&sid=15517109462706&xp=37&px=8","Tech Lead - Full Stack Developer / Full Stack Lead (5 Yrs - 9 Yrs)","Brainsearch Consulting Pvt Ltd  hiring for Leading Edutech Product Based Company @ Bangalore","Delhi NCR,    Bengaluru,    Mangalore","MongoDB     Full Stack Web Developer     Java     Spring     SpringBoot     Srping     MVC     MySQL     Advanced Java     Drop Wizard     Servlets     front end     DevOps     Microservices     Queues     SQS     Kafka","6 - 9 yrs"
"1551706920-1468","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","Test Principal Engineer","https://www.naukri.com/job-listings-Test-Principal-Engineer-Dell-International-Services-India-Private-Limited-Bengaluru-8-to-10-years-270219903718?src=premjobsearchDesk&sid=15517068517602&xp=15&px=47","Test Principal Engineer","Dell International Services India  Private Limited","Bengaluru","Test Planning     Test Strategy     Education     Test Cases     Defect Management     Security Testing     Testing Tools     Vulnerability Assessment     SQL Injection     Command Injection","8 - 10 yrs"
"1551707019-1504","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-46","Server Side Engineer - Java/python","https://www.naukri.com/job-listings-Server-Side-Engineer-Java-python-Emploi-Consultancy-Hyderabad-2-to-5-years-221118900214?src=premjobsearchDesk&sid=15517069897683&xp=29&px=46","Server Side Engineer - Java/python","Emploi Consultancy","Hyderabad","Server Side Engineer     Java     Python     Node.js     Ruby     Cassandra     Spark     Kafka","2 - 5 yrs"
"1551709683-2440","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-27","Senior Software Engineer _ Java, Rest Services, Micro-service Architec","https://www.naukri.com/job-listings-Senior-Software-Engineer-Java-Rest-Services-Micro-service-Architec-Talent-Grow-Recruitment-Consultants-Delhi-NCR-Gurgaon-4-to-9-years-270219005732?src=premjobsearchDesk&sid=15517096896357&xp=43&px=27","Senior Software Engineer _ Java, Rest Services, Micro-service Architec","Talent Grow Recruitment Consultants","Delhi NCR,    Gurgaon","Java     Rest     Design Patterns     Software Engineering     Linux     Performance Analysis     Rest Services     Micro - service architecture","4 - 9 yrs"
"1551706795-1424","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-48","Backend Engineer/tech Lead - Java/spring","https://www.naukri.com/job-listings-Backend-Engineer-tech-Lead-Java-spring-Brainsearch-Consulting-Pvt-Ltd-Bengaluru-2-to-7-years-270219901927?src=premjobsearchDesk&sid=15517067149426&xp=9&px=48","Backend Engineer/tech Lead - Java/spring","Brainsearch Consulting Pvt Ltd.","Bengaluru","Core Java     Spring     MySQL     MongoDB     Object Oriented Programming     Software Engineering     Distribution System     Computer Science     Product Development","2 - 7 yrs"
"1551710477-2721","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-22","Senior Software Engineer/technical Lead","https://www.naukri.com/job-listings-Senior-Software-Engineer-technical-Lead-Confidential-Bengaluru-3-to-7-years-280219901704?src=premjobsearchDesk&sid=15517104022703&xp=12&px=22","Senior Software Engineer/technical Lead","Confidential","Bengaluru","algorithms     java     object oriented programming     data structures     multithreading     operating systems     software engineering     software design     Ruby     Node.js     Python","3 - 7 yrs"
"1551710812-2849","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-19","CN - Strategy - MC - Resources - X.O APM","https://www.naukri.com/job-listings-CN-Strategy-MC-Resources-X-O-APM-Accenture-Bengaluru-4-to-7-years-250219902077?src=premjobsearchDesk&sid=15517108017793&xp=34&px=19","null","null","null","null","null"
"1551708171-1927","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-38","React.js Developer - Mobile Applications","https://www.naukri.com/job-listings-React-js-Developer-Mobile-Applications-Gracira-Technologies-Bengaluru-3-to-5-years-010319000835?src=premjobsearchDesk&sid=15517080816325&xp=6&px=38","React.js Developer - Mobile Applications","Gracira Technologies","Bengaluru","Android     IPhone     Mobile Applications     Front End     React.js Developer","3 - 5 yrs"
"1551708943-2188","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-32","Sr. Manager, Q&R I&S Platforms","https://www.naukri.com/job-listings-Sr-Manager-Q-R-I-S-Platforms-Philips-India-Limited-Bengaluru-7-to-8-years-260219900462?src=premjobsearchDesk&sid=15517089557973&xp=45&px=32","Sr. Manager, Q&R I&S Platforms","Philips India Limited","Bengaluru","organizational development     quality systems     quality engineering     regulatory compliance     site management     agile     strategic improvement     project management","7 - 8 yrs"
"1551709936-2530","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-26","Lead PHP Web Programmer - Joomla/codeigniter/mysql","https://www.naukri.com/job-listings-Lead-PHP-Web-Programmer-Joomla-codeigniter-mysql-Emploi-Consultancy-Gurgaon-Gurugram-5-to-8-years-270219903754?src=premjobsearchDesk&sid=15517098381524&xp=3&px=26","Lead PHP Web Programmer - Joomla/codeigniter/mysql","Emploi Consultancy","Gurgaon,    Gurugram","PHP     MySQL     Javascript     HTML     Wordpress     CSS     Joomla     Drupal     Zend     Codeigniter     PHP Web Programmer","5 - 8 yrs"
"1551708923-2182","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-33","Software Technologist II","https://www.naukri.com/job-listings-Software-Technologist-II-Philips-India-Limited-Bengaluru-5-to-7-years-260219900092?src=premjobsearchDesk&sid=15517088082922&xp=1&px=33","Software Technologist II","Philips India Limited","Bengaluru","Javascript     MySQL     Postgresql     Java     MS SQL     .Net     Database     Languages     Enterprise Integration     HL7     Software Technologist","5 - 7 yrs"
"1551709379-2333","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-29","Senior Software Engineer(c++)","https://www.naukri.com/job-listings-Senior-Software-Engineer-c-CHR-SOLUTIONS-INDIA-PRIVATE-LIMITED-Bengaluru-3rd-Block-Koramangala-6-to-9-years-260219006304?src=premjobsearchDesk&sid=15517094058807&xp=50&px=29","Senior Software Engineer(c++)","CHR SOLUTIONS INDIA PRIVATE LIMITED","Bengaluru(3rd Block Koramangala)","visual studio     sql server     c++     tfs     software development life cycle     languages     threading","6 - 9 yrs"
"1551708106-1902","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-38","C++  Developer (unix and SQL) with Oracle Bangalore","https://www.naukri.com/job-listings-C-Developer-unix-and-SQL-with-Oracle-Bangalore-Oracle-India-Pvt-Ltd-Bengaluru-JP-Nagar-3-to-7-years-141218002696?src=premjobsearchDesk&sid=15517080816325&xp=31&px=38","null","null","null","null","null"
"1551707225-1580","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-45","Assistant Manager / Manager - Due Diligence","https://www.naukri.com/job-listings-Assistant-Manager-Manager-Due-Diligence-BDO-India-LLP-Mumbai-2-to-5-years-270219904286?src=premjobsearchDesk&sid=15517071251135&xp=3&px=45","Assistant Manager / Manager - Due Diligence","BDO India LLP","Mumbai","Finance     Auditing     Taxation     Statutory Audit     Financial Due Diligence     Working Capital     Financial Services     Legal Aspects     Excel Powerpoint     Communication Skills","2 - 5 yrs"
"1551708531-2050","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-35","Senior Directx Developer - Opengl","https://www.naukri.com/job-listings-Senior-Directx-Developer-Opengl-Axim-Technologies-Bengaluru-3-to-8-years-260219000795?src=premjobsearchDesk&sid=15517085062925&xp=33&px=35","Senior Directx Developer - Opengl","Axim Technologies","Bengaluru","directx     opengl     c#     computer graphics     computer science     english language     problem solving     DirectX Developer","3 - 8 yrs"
"1551707507-1689","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-42","Analog Layout Professional","https://www.naukri.com/job-listings-Analog-Layout-Professional-Sankalp-Semiconductor-Pvt-ltd-Bengaluru-2-to-6-years-210119901039?src=premjobsearchDesk&sid=15517075195548&xp=44&px=42","null","null","null","null","null"
"1551708576-2066","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-35","Hiring for Java Developer _pune Location","https://www.naukri.com/job-listings-Hiring-for-Java-Developer-pune-Location-Attra-Infotech-Pvt-Ltd-Pune-4-to-8-years-260219004494?src=premjobsearchDesk&sid=15517085062925&xp=17&px=35","Hiring for Java Developer _pune Location","Attra Infotech Pvt Ltd","Pune","J2EE     Spring     Java     Core Java     Spring Boot     Web Services     REST API     Spring MVC     JBoss     Apache","4 - 8 yrs"
"1551708338-1984","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-36","Team Lead - JAVA","https://www.naukri.com/job-listings-Team-Lead-JAVA-Bright-Lifecare-Pvt-Ltd-Gurgaon-6-to-11-years-250219007018?src=premjobsearchDesk&sid=15517083601050&xp=49&px=36","Team Lead - JAVA","Bright Lifecare Pvt. Ltd.","Gurgaon","redis     mongodb     mysql     java     web technologies     team leading     team management     stakeholder management     J2Ee     memcache     webscale","6 - 11 yrs"
"1551710797-2842","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-19","Advance Front End Development Reactjs","https://www.naukri.com/job-listings-Advance-Front-End-Development-Reactjs-Accenture-Bengaluru-8-to-10-years-250219901982?src=premjobsearchDesk&sid=15517108017793&xp=41&px=19","null","null","null","null","null"
"1551709388-2336","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-29","Asp.net Developer for Mumbai Location","https://www.naukri.com/job-listings-Asp-net-Developer-for-Mumbai-Location-Focus-Management-Consultants-Pvt-Ltd-Mumbai-3-to-8-years-260219006685?src=premjobsearchDesk&sid=15517094058807&xp=47&px=29","Asp.net Developer for Mumbai Location","Focus Management Consultants Pvt Ltd.","Mumbai","asp.net mvc     wcf     ado.net     .net framework     sql     process compliance     conflict management     application security     technical skills     wcf services     Dot Net Developer","3 - 8 yrs"
"1551707042-1513","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-46","Tech Lead / CTO - Full Stack Development - Web & Mobile Apps","https://www.naukri.com/job-listings-Tech-Lead-CTO-Full-Stack-Development-Web-Mobile-Apps-Emploi-Consultancy-Indore-MP-3-to-6-years-221118900705?src=premjobsearchDesk&sid=15517069897683&xp=20&px=46","Tech Lead / CTO - Full Stack Development - Web & Mobile Apps","Emploi Consultancy","Indore,    MP","Full Stack Development     Mobile Apps     Web Apps     software architecture     UX     UX strategy     back end apps     front end","3 - 6 yrs"
"1551707288-1603","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-44","Java Developer(only IIT Grad)","https://www.naukri.com/job-listings-Java-Developer-only-IIT-Grad-HR-Devi-Talent-Acquisition-Bengaluru-2-to-6-years-270219904497?src=premjobsearchDesk&sid=15517072621477&xp=30&px=44","Java Developer(only IIT Grad)","HR Devi Talent Acquisition","Bengaluru","Java     j233     spring     hibernate     mysql     mongodb database design     MongoDB     Database Schema Design","2 - 6 yrs"
"1551710893-2882","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-19","Consultant - Risk Modelling - Ccar/basel - Credit Card/banking Domain","https://www.naukri.com/job-listings-Consultant-Risk-Modelling-Ccar-basel-Credit-Card-banking-Domain-HuQuo-Consulting-Pvt-Ltd-Gurgaon-0-to-1-years-010319001581?src=premjobsearchDesk&sid=15517108017793&xp=1&px=19","Consultant - Risk Modelling - Ccar/basel - Credit Card/banking Domain","HuQuo Consulting Pvt. Ltd.","Gurgaon","Basel     Ccar     Credit Risk     Market Risk     SAS     SQL     Retail Banking     Risk Analytics     Risk Modeling     Model Development","0 - 1 yrs"
"1551708264-1961","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-37","Digital Marketing Manager - Artificial Intelligence","https://www.naukri.com/job-listings-Digital-Marketing-Manager-Artificial-Intelligence-The-Hiring-Story-Mumbai-1-to-5-years-250219004844?src=premjobsearchDesk&sid=15517082166820&xp=22&px=37","Digital Marketing Manager - Artificial Intelligence","The Hiring Story","Mumbai","Search Marketing     SEO     AdWords     Product Sales     Digital Marketing     SEM     Media Strategy     Social Media     Facebook     Twitter","1 - 5 yrs"
"1551706883-1454","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","Program Manager to CEO ( Executive Assistance)","https://www.naukri.com/job-listings-Program-Manager-to-CEO-Executive-Assistance-SutraHR-Services-Pvt-Ltd-Mumbai-1-to-3-years-270219903662?src=premjobsearchDesk&sid=15517068517602&xp=29&px=47","Program Manager to CEO ( Executive Assistance)","SutraHR Services Pvt. Ltd","Mumbai","Appointments     Calendar Management     Client Relations     Organizing Meetings     Event Planning     Scheduling     Taking Meeting Minutes     Administrative Support","1 - 3 yrs"
"1551706965-1484","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-46","SAP Fi/co Application Expert - Ecc/sd Modules","https://www.naukri.com/job-listings-SAP-Fi-co-Application-Expert-Ecc-sd-Modules-Confidential-EU-8-to-10-years-251018009619?src=premjobsearchDesk&sid=15517069897683&xp=49&px=46","SAP Fi/co Application Expert - Ecc/sd Modules","Confidential","EU","Co     SAP FICO     SAP FI     Sap Retail     SAP ECC     SAP SD     Solution Management     HP Quality Center     SAP     FI     CO     SD     Jira     SAP FI - CO","8 - 10 yrs"
"1551707818-1801","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-40","Head - Inside Sales - Telecom/it/crm","https://www.naukri.com/job-listings-Head-Inside-Sales-Telecom-it-crm-Bluesky-HR-Solution-Mumbai-15-to-20-years-280219901273?src=premjobsearchDesk&sid=15517077946212&xp=32&px=40","Head - Inside Sales - Telecom/it/crm","Bluesky HR Solution","Mumbai","Head - Inside Sales     Sales     Inside Sales     merchandising     CRM     Outbound Dialer     Email Marketing","15 - 20 yrs"
"1551710876-2876","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-19","Senior Consultant - Sas/analytical Models - Banking/credit Card Domain","https://www.naukri.com/job-listings-Senior-Consultant-Sas-analytical-Models-Banking-credit-Card-Domain-HuQuo-Consulting-Pvt-Ltd-Gurgaon-2-to-3-years-010319001440?src=premjobsearchDesk&sid=15517108017793&xp=7&px=19","Senior Consultant - Sas/analytical Models - Banking/credit Card Domain","HuQuo Consulting Pvt. Ltd.","Gurgaon","Accounting Standards     Banking     Finance     SAS SQL     Advanced Excel     Analytics     MS Office Word     Credit Card Domain     Risk Management     Financial Modelling","2 - 3 yrs"
"1551708078-1891","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-38","Core Java Developer Hiring at ION Group, Pune (financial Product MNC)","https://www.naukri.com/job-listings-Core-Java-Developer-Hiring-at-ION-Group-Pune-financial-Product-MNC-ION-Group-Pune-Yerwada-4-to-9-years-080318003447?src=premjobsearchDesk&sid=15517080816325&xp=42&px=38","null","null","null","null","null"
"1551710342-2672","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-23","Qliksense Architect - Sql/data Modeling","https://www.naukri.com/job-listings-Qliksense-Architect-Sql-data-Modeling-V-Employment-Solutions-Mumbai-5-to-10-years-280219900320?src=premjobsearchDesk&sid=15517102587460&xp=11&px=23","Qliksense Architect - Sql/data Modeling","V Employment Solutions","Mumbai","sql     data modeling     web development     software development     front end     web technologies     data visualization     customer service     qlik scripts     qlik server     qliksense     qmc","5 - 10 yrs"
"1551710854-2868","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-19","Lead Java Developer","https://www.naukri.com/job-listings-Lead-Java-Developer-U2opia-Mobile-Pvt-Ltd-Gurgaon-6-to-9-years-260219000348?src=premjobsearchDesk&sid=15517108017793&xp=15&px=19","Lead Java Developer","U2opia Mobile Pvt Ltd.","Gurgaon","Spring     Hibernate     JSP     JPA     Struts     JMS     Core Java     Activemq     JUnit     Maven","6 - 9 yrs"
"1551707590-1721","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-42","Verification Engineering Tech. Analyst","https://www.naukri.com/job-listings-Verification-Engineering-Tech-Analyst-Sonus-Networks-India-Pvt-Ltd-Bengaluru-3-to-6-years-280219900333?src=premjobsearchDesk&sid=15517075195548&xp=12&px=42","Verification Engineering Tech. Analyst","Sonus Networks India Pvt.Ltd","Bengaluru","Verification Engineering     Operating System     Computer Networking     C     C++     Java     Perl     Python     Unix     Linux scripting","3 - 6 yrs"
"1551708382-1999","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-36","Assistant General Manager - Procurement - FMCG","https://www.naukri.com/job-listings-Assistant-General-Manager-Procurement-FMCG-HeadPro-Consulting-LLP-Chennai-10-to-15-years-250219901637?src=premjobsearchDesk&sid=15517083601050&xp=34&px=36","Assistant General Manager - Procurement - FMCG","HeadPro Consulting LLP","Chennai","Procurement     Spend Analysis     Purchase     Strategic Sourcing     Buyer Activities     Supplier Selection     Negotiation     Contract Management     Supply Chain Solutions     Vendor Assessment     Assistant General Manager  Procurement","10 - 15 yrs"
"1551709949-2533","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-25","Full Stack Developer - Angularjs/node.js","https://www.naukri.com/job-listings-Full-Stack-Developer-Angularjs-node-js-Emploi-Consultancy-Gurgaon-Gurugram-2-to-5-years-270219903780?src=premjobsearchDesk&sid=15517099747949&xp=50&px=25","Full Stack Developer - Angularjs/node.js","Emploi Consultancy","Gurgaon,    Gurugram","javascript     node.js     angularjs     mongodb     redis     rabbitmq     microservices     aws     full stack developer","2 - 5 yrs"
"1551709553-2393","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-28","Web Developer / Full Stack Web Developer","https://www.naukri.com/job-listings-Web-Developer-Full-Stack-Web-Developer-CAST-Software-India-Pvt-Ltd-Bengaluru-4-to-8-years-270219002739?src=premjobsearchDesk&sid=15517095509489&xp=40&px=28","Web Developer / Full Stack Web Developer","CAST Software India Pvt Ltd","Bengaluru","javascript     html5     web development     Full Stack Developer     React.Js","4 - 8 yrs"
"1551708388-2001","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-36","Quality Assurance Automation Lead - Selenium","https://www.naukri.com/job-listings-Quality-Assurance-Automation-Lead-Selenium-Jobay-Bengaluru-7-to-11-years-250219901623?src=premjobsearchDesk&sid=15517083601050&xp=32&px=36","Quality Assurance Automation Lead - Selenium","Jobay","Bengaluru","Quality Assurance Automation Lead     Quality Assurance Automation     Selenium     Agile     testing     test frameworks     Automation     Manual testing","7 - 11 yrs"
"1551708270-1963","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-37","UI Developer Role with GE Healthcare","https://www.naukri.com/job-listings-UI-Developer-Role-with-GE-Healthcare-GE-India-Industrial-Private-Limited-Bengaluru-Whitefield-4-to-8-years-250219004974?src=premjobsearchDesk&sid=15517082166820&xp=20&px=37","UI Developer Role with GE Healthcare","GE India Industrial Private Limited","Bengaluru(Whitefield)","html     css     javascript     ui development     mvc     software development life cycle     front end     web technologies     software engineering","4 - 8 yrs"
"1551707037-1511","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-46","Senior PHP Developer - Mysql/html","https://www.naukri.com/job-listings-Senior-PHP-Developer-Mysql-html-Emploi-Consultancy-Delhi-NCR-Noida-2-to-5-years-221118900675?src=premjobsearchDesk&sid=15517069897683&xp=22&px=46","Senior PHP Developer - Mysql/html","Emploi Consultancy","Delhi NCR,    Noida","PHP Developer     MySQL     HTML     PHP     HTML5     Yii     CodeIgniter     CakePHP     NodeJS     NoSQL DB     Cassandra     MongoDB     JQuery Mobile     Angular JS     Backbone JS     SPA","2 - 5 yrs"
"1551709708-2449","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-27","Java/j2ee Developer - Spring/hibernate","https://www.naukri.com/job-listings-Java-j2ee-Developer-Spring-hibernate-Career-Infosystem-Bengaluru-6-to-8-years-270219006702?src=premjobsearchDesk&sid=15517096896357&xp=34&px=27","Java/j2ee Developer - Spring/hibernate","Career Infosystem","Bengaluru","Hibernate     Spring     Core Java     Struts     J2Ee     Web Services     SOA     TIBCO     Application Integration     Web Technologies","6 - 8 yrs"
"1551710187-2618","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-24","Business Analyst - Apttus","https://www.naukri.com/job-listings-Business-Analyst-Apttus-Epicor-Software-India-Pvt-Ltd-Bengaluru-3-to-5-years-280219005173?src=premjobsearchDesk&sid=15517101182112&xp=15&px=24","null","null","null","null","null"
"1551711064-2934","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-3","Java & UI Developer","https://www.naukri.com/job-listings-Java-UI-Developer-Micro-Focus-Software-India-Private-Limited-Bengaluru-3-to-5-years-160818002675?src=premjobsearchDesk&sid=15517110881881&xp=49&px=3","null","null","null","null","null"
"1551708824-2148","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-33","Full Stack Developer - Virtusa","https://www.naukri.com/job-listings-Full-Stack-Developer-Virtusa-Virtusa-Consulting-Services-Pvt-Ltd-Chennai-Porur-7-to-9-years-260219008841?src=premjobsearchDesk&sid=15517088082922&xp=35&px=33","null","null","null","null","null"
"1551709372-2332","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-30","Senior Java Developer","https://www.naukri.com/job-listings-Senior-Java-Developer-Multi-Recruit-Gurgaon-3-to-5-years-260219006126?src=premjobsearchDesk&sid=1551709259239&xp=1&px=30","Senior Java Developer","Multi Recruit","Gurgaon","Full Stack Developer     Java     JavaScript     Full Stack     Spring","3 - 5 yrs"
"1551710860-2870","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-19","Frontend Developer","https://www.naukri.com/job-listings-Frontend-Developer-PeopleLogic-Business-Solutions-Pvt-Ltd-Bengaluru-3-to-5-years-260219000571?src=premjobsearchDesk&sid=15517108017793&xp=13&px=19","Frontend Developer","PeopleLogic Business Solutions Pvt Ltd","Bengaluru","HTML     CSS     Angularjs     Javascript     React.Js","3 - 5 yrs"
"1551706511-1319","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-50","Android Developer - Sdk/java/json/api","https://www.naukri.com/job-listings-Android-Developer-Sdk-java-json-api-Emploi-Consultancy-Delhi-NCR-Gurgaon-2-to-4-years-270219900117?src=premjobsearchDesk&sid=15517064351525&xp=14&px=50","Android Developer - Sdk/java/json/api","Emploi Consultancy","Delhi NCR,    Gurgaon","Android     Android Developer     SDK     Java     JSON     API     Android SDK     XML & JSON Web Services     mobile application interface design","2 - 4 yrs"
"1551709489-2372","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-29","SAP UI5 Fiori Consultants - Immediate Joiners - Noida/pune","https://www.naukri.com/job-listings-SAP-UI5-Fiori-Consultants-Immediate-Joiners-Noida-pune-Growel-Softech-Pvt-Ltd-Delhi-NCR-Pune-3-to-8-years-270219000823?src=premjobsearchDesk&sid=15517094058807&xp=11&px=29","SAP UI5 Fiori Consultants - Immediate Joiners - Noida/pune","Growel Softech Pvt. Ltd.  hiring for CMMI level5","Delhi NCR,    Pune","SAP UI5     SAP Fiori     Odata","3 - 8 yrs"
"1551709900-2517","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-26","Principal Hardware Engineer (board Design)","https://www.naukri.com/job-listings-Principal-Hardware-Engineer-board-Design-Ciena-India-Private-Ltd-Gurgaon-12-to-15-years-270219900601?src=premjobsearchDesk&sid=15517098381524&xp=16&px=26","Principal Hardware Engineer (board Design)","Ciena India Private Ltd.","Gurgaon","CAD     thermal     Simulation     Hardware design     VHDL     Verilog     Analog     Telecom     Prototype     Networking","12 - 15 yrs"
"1551709358-2327","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-30","Sr Engineer--bigdata Analytics","https://www.naukri.com/job-listings-Sr-Engineer-bigdata-Analytics-Toppersedge-com-India-Pvt-Ltd-Bengaluru-5-to-8-years-240718007642?src=premjobsearchDesk&sid=1551709259239&xp=6&px=30","Sr Engineer--bigdata Analytics","Toppersedge.com India Pvt Ltd","Bengaluru","Data Structures     Algorithms     Big Data     ESP     Apache Spark     Storm     Machine Learning     RDBMS     NoSQL     Unix administration tools     Spring     iBATIS     AngularJS     OOPs","5 - 8 yrs"
"1551707087-1530","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-46","Senior Java Backend Developer - Ecommerce","https://www.naukri.com/job-listings-Senior-Java-Backend-Developer-Ecommerce-Career-Infosystem-Bengaluru-8-to-10-years-270219005363?src=premjobsearchDesk&sid=15517069897683&xp=3&px=46","Senior Java Backend Developer - Ecommerce","Career Infosystem","Bengaluru","Hibernate     Spring     Java     Rest     SOAP     JEE     Web Services     NoSQL     TDD     Web Technologies","8 - 10 yrs"
"1551708221-1945","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-37","Datamatics || Urgent Opening || Sr. AngularJS Developer || Mumbai","https://www.naukri.com/job-listings-Datamatics-Urgent-Opening-Sr-AngularJS-Developer-Mumbai-Datamatics-Global-services-Ltd-Mumbai-5-to-10-years-071218005806?src=premjobsearchDesk&sid=15517082166820&xp=38&px=37","null","null","null","null","null"
