web-scraper-order,web-scraper-start-url,joblink,joblink-href,Job,company,Location,keyskills,min experince,salary,industry,functional area,role category,role,employement type,ug education ,pg education,job resposibilities,job requirements
"1551713596-3155","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-48","IBM IIB 9 Developer","https://www.naukri.com/job-listings-IBM-IIB-9-Developer-Morpheus-Consulting-Mumbai-2-to-4-years-270219004214?src=premjobsearchDesk&sid=15517135274940&xp=28&px=48","IBM IIB 9 Developer","Morpheus Consulting","Mumbai","Java     JMS     Web Services     SOAP     XML     JDBC     ESQL     Eclipse     ESB     Websphere Message Broker","2 - 4 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization","M.Tech - Any Specialization","null","null"
"1551714816-3569","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-40","Jobid:zr_83_job,jobtitle:technical Lead- Big Data,source:naukri","https://www.naukri.com/job-listings-Jobid-zr-83-jobtitle-technical-Lead-Big-Data-source-naukri-Bluepi-Consulting-private-limited-Gurgaon-3-to-7-years-200219007282?src=premjobsearchDesk&sid=15517147421076&xp=14&px=40","Jobid:zr_83_job,jobtitle:technical Lead- Big Data,source:naukri","Bluepi Consulting private limited  hiring for Bluepi Consulting Private Limited","Gurgaon","Hadoop     Hive     Mapreduce     Hdfs     Impala     Spark     HBase     Pig     SCALA     Java     Big Data     python     aws","3 - 7 yrs","INR     10,00,000 - 16,00,000 P.A.","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Computers","Post Graduation Not Required, M.Tech - Computers, MCA - Computers","As a Big Data Engineer at BluePi, you will :
 1. Integrate with different data sources to collect and process and transfer data in
 realtime and batch using different Big Data tools and frameworks.
 2. Setup Pipeline for ingesting data in Realtime and Batch using tools/frameworks like
 Kafka, Kinesis, DMS, Data Pipeline etc.
 3. Write ETL processes using various tools/ frameworks like Spark, Storm, Talend,
 Glue, etc in Java/Python/Scala
 4. Integrate with different databases like Hadoop ecosystem( like Hive, Impala, HBase,
 etc.), Redshift etc.
 5. Setup data lake on S3 or similar storage services.
  
 Skills Required:","1. 3+ years of Hands-on experience on Big data tools and frameworks. Experience on
 Hadoop ecosystem, integrating and implementing solutions using technologies like -
 Hive, Pig, Mapreduce, HDFS etc.
 2. Should have a proficient understanding of distributed computing paradigm and
 realtime processing vs batch processing paradigm.
 3. Should be proficient in designing and implementing Dimensional models and Data
 Marts.
 4. Should have an experience in writing ETL processes and connect to different data
 sources using different mediums/technologies.
 5. Proficient in at least one of the following programming language - Java, Python,
 Scala.
 6. Experience in AWS EMR/Redshift/Glue would be an added advantage.
 
 Relevant Experience - 3+ years
 Location - Gurgaon"
"1551715659-3803","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-35","Analytics Manager","https://www.naukri.com/job-listings-Analytics-Manager-CURise-Analytics-Pvt-Ltd-Ahmedabad-Vastrapur-10-to-12-years-260219006109?src=premjobsearchDesk&sid=15517156089507&xp=30&px=35","Analytics Manager","CURise Analytics Pvt. Ltd.","Ahmedabad(Vastrapur)","SAS     Predictive Modeling     R     Data Science     Excel     SQL Queries     Data Analytics     Statistical Analysis     Risk Analytics     SPSS","10 - 12 yrs","Not Disclosed by Recruiter","Banking  /    Financial Services  /    Broking","Functional Area:     IT Software - Application Programming   ,     Maintenance","System Design/Implementation/ERP/CRM","Business Analyst","Permanent Job, Full Time","null","null","null","null"
"1551715387-3745","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-36","Sr Software Developer","https://www.naukri.com/job-listings-Sr-Software-Developer-Cunesoft-Bengaluru-4-to-8-years-250219902693?src=premjobsearchDesk&sid=15517153547415&xp=38&px=36","Sr Software Developer","Cunesoft","Bengaluru","MS SQL Server     Visual Studio     C#     Sharepoint     Team Foundation Server     .Net     Software Development     Project Management     Product Development     Life Sciences","4 - 8 yrs","Not Disclosed by Recruiter","Pharma  /    Biotech  /    Clinical Research","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization, Computers, BCA - Computers","Any Postgraduate - Any Specialization, M.Tech - Any Specialization, Computers, MCA - Computers, MS/M.Sc(Science) - Any Specialization, Computers","null","null"
"1551716081-3872","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-34","Electrical Design / Senior Design Engineer (pollachi Location)","https://www.naukri.com/job-listings-Electrical-Design-Senior-Design-Engineer-pollachi-Location-Caresoft-Global-Private-Limited-Coimbatore-2-to-7-years-260219009122?src=premjobsearchDesk&sid=15517158624086&xp=11&px=34","Electrical Design / Senior Design Engineer (pollachi Location)","Caresoft Global Private Limited","Coimbatore","design engineering     creo     schematic     wiring harness     component selection     harness design     harness design engineer     harness electrical design engineer     harness electrical engineer     harness electrical executive     harness electrical officer     electrical harness","2 - 7 yrs","Not Disclosed by Recruiter","Automobile  /    Auto Anciliary  /    Auto Components","Functional Area:     Engineering Design   ,     R&D","Engineering Design","Senior Design Engineer","Permanent Job, Full Time","null","null","null","null"
"1551718472-4634","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-8","Tech Lead ( Java, Spring Boot, Spring ) - Product Development - Urgent","https://www.naukri.com/job-listings-Tech-Lead-Java-Spring-Boot-Spring-Product-Development-Urgent-Brainsearch-Consulting-Pvt-Ltd-Bengaluru-3-to-5-years-010219008482?src=premjobsearchDesk&sid=15517184942846&xp=49&px=8","Tech Lead ( Java, Spring Boot, Spring ) - Product Development - Urgent","Brainsearch Consulting Pvt Ltd","Bengaluru","Java     Spring Boot     Product Development     Microservices     Webservices     REST API platforms     Mongo DB     No - SQL     Spring Mvc     Data Structures     Algorithms","3 - 5 yrs","Excellent Salary","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Team Lead/Technical Lead","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization","M.Tech - Any Specialization","null","null"
"1551717731-4371","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-24","Delivery Manager - .Net","https://www.naukri.com/job-listings-Delivery-Manager-Net-Anand-Rathi-IT-Private-Ltd-Jodhpur-15-to-22-years-280219008523?src=premjobsearchDesk&sid=15517176561506&xp=12&px=24","Delivery Manager - .Net","Anand Rathi IT Private Ltd","Jodhpur","Project Management     Delivery Management     Solutioning     Resource Allocation     User Stories     IT Management     Planning     ASP.Net MVC     Web Services     soap","15 - 22 yrs","Not Disclosed by Recruiter","Banking  /    Financial Services  /    Broking","Functional Area:     IT Software - Application Programming   ,     Maintenance","Project Management","Project Manager-IT/Software","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization, B.Sc - Any Specialization","M.Tech - Any Specialization, MCA - Computers","Looking for Delivery Manager -.Net Technology for Jodhpur (Rajasthan)",""
"1551718401-4617","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-19","Sailpoint Developer","https://www.naukri.com/job-listings-Sailpoint-Developer-Wavity-Pvt-Ltd-Hyderabad-6-to-10-years-080618008579?src=premjobsearchDesk&sid=15517183494992&xp=16&px=19","Sailpoint Developer","Wavity Pvt. Ltd.","Hyderabad","java     j2ee     jsf     xml     sailpoint     sql     xhtml     github     ldap     Identity IQ IIQ","6 - 10 yrs","As Per Industry","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","null","null","null","null"
"1551713950-3273","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-46","Sr. Java  Consultant- Full Stack Engineering","https://www.naukri.com/job-listings-Sr-Java-Consultant-Full-Stack-Engineering-MASTERCARD-TECHNOLOGIES-PRIVATE-LIMITED-Vadodara-6-to-11-years-270219006931?src=premjobsearchDesk&sid=1551713857191&xp=10&px=46","Sr. Java  Consultant- Full Stack Engineering","MASTERCARD TECHNOLOGIES PRIVATE LIMITED","Vadodara","Java     Spring Boot     Maven     Jenkins     Redis     NoSQL     SQL     Software Development     Scalability     Atdd     kafka     Angular     Microservices     Tech Lead     Full Stack","6 - 11 yrs","Not Disclosed by Recruiter","Banking  /    Financial Services  /    Broking","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Team Lead/Technical Lead","Permanent Job, Full Time","null","null","null","null"
"1551716894-4069","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-30","BW HANA Developer // 4-9 yrs // Big 4// Bangalore/chennai/gurgaon","https://www.naukri.com/job-listings-BW-HANA-Developer-4-9-yrs-Big-4-Bangalore-chennai-gurgaon-Wow-Jobs-Wow-Softech-Pvt-Ltd-Bengaluru-Chennai-Gurgaon-4-to-9-years-260219005615?src=premjobsearchDesk&sid=15517168273353&xp=14&px=30","BW HANA Developer // 4-9 yrs // Big 4// Bangalore/chennai/gurgaon","Wow Jobs (Wow Softech Pvt. Ltd)  hiring for Big MNC","Bengaluru,    Chennai,    Gurgaon","hana modelling     BEx queries     ABAP     Integration with BO     integration with business object","4 - 9 yrs","INR     7,00,000 - 17,00,000 P.A.","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","null","null","","Locations: Bangalore/Chennai/Gurgaon"
"1551718836-4767","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-2","Sr Frontend Developer","https://www.naukri.com/job-listings-Sr-Frontend-Developer-Vogo-Rentals-Startup-Bengaluru-4-to-5-years-040319900670?src=premjobsearchDesk&sid=15517187698335&xp=16&px=2","Sr Frontend Developer","Vogo-Rentals-Startup","Bengaluru","Javascript     HTML     GIT     Front End     Web Technologies     Continuous Integration     Automation Testing     Problem Solving     senior frontend developer","4 - 5 yrs","Not Disclosed by Recruiter","Internet  /    Ecommerce","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization","MCA - Computers, M.Tech - Any Specialization","null","null"
"1551714948-3616","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-39","JavaScript Developer","https://www.naukri.com/job-listings-JavaScript-Developer-Vinayak-Solutions-Pvt-Limited-Delhi-NCR-East-Patel-Nagar-1-to-2-years-250718004633?src=premjobsearchDesk&sid=15517148851430&xp=17&px=39","JavaScript Developer","Vinayak Solutions Pvt. Limited","Delhi NCR(East Patel Nagar)","grunt     javascript     jquery     dom     git     front end     Javascript ES6 syntax     JSX elements     React Router v4","1 - 2 yrs","INR     5,00,000 - 10,00,000 P.A.","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Computers","Any Doctorate, Ph.D - Computers","null","null"
"1551717253-4202","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-27","Team Lead - Java Development Engineer - Sql/pl-sql","https://www.naukri.com/job-listings-Team-Lead-Java-Development-Engineer-Sql-pl-sql-Career-Infosystem-Delhi-NCR-Noida-8-to-10-years-270219007554?src=premjobsearchDesk&sid=15517172256886&xp=31&px=27","Team Lead - Java Development Engineer - Sql/pl-sql","Career Infosystem","Delhi NCR,    Noida","Struts     Hibernate     Javascript     HTML     CSS     XML     Spring     Spring MVC     Java Development     Team Lead     SQL     PL - SQL","8 - 10 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Team Lead/Technical Lead","Permanent Job, Full Time","B.Tech/B.E. - Computers","MCA - Computers","null","null"
"1551718787-4749","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-2","Developer","https://www.naukri.com/job-listings-Developer-ADP-Pvt-Ltd-Hyderabad-7-to-10-years-040319900687?src=premjobsearchDesk&sid=15517187698335&xp=34&px=2","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1551718511-4648","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-8","Business-cum-sales Head, Delair India","https://www.naukri.com/job-listings-Business-sales-Head-Delair-India-Delair-India-Gurgaon-15-to-20-years-220219005864?src=premjobsearchDesk&sid=15517184942846&xp=35&px=8","Business-cum-sales Head, Delair India","Delair India","Gurgaon","International Sales     Marketing     Distribution     P&L     Leadership     head operations     Sales     business development","15 - 20 yrs","Not Disclosed by Recruiter","Industrial Products  /    Heavy Machinery","Functional Area:     Strategy   ,     Management Consulting   ,     Corporate Planning","Senior Management","Head/VP/GM-Corporate Planning/Strategy","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization, Electrical, Instrumentation, Mechanical, Production/Industrial, Chemical, Energy","null","Key Behavioral Skills: Innovation, Teamwork and Good Communication.","null"
"1551716381-3912","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-33","Node/php Developer","https://www.naukri.com/job-listings-Node-php-Developer-AppScrip-Startup-Bengaluru-1-to-3-years-010319900020?src=premjobsearchDesk&sid=1551716167459&xp=21&px=33","Node/php Developer","AppScrip - Startup","Bengaluru","Javascript     JQuery     Ajax     Node.Js     Redis     MVC     MongoDB     PHP     Rest     Postgres     Express JS     Vue.JS     Hapi.js     PostGre","1 - 3 yrs","Not Disclosed by Recruiter","Internet  /    Ecommerce","Functional Area:     IT Software - DBA   ,     Datawarehousing","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization","Any Postgraduate - Any Specialization","null","null"
"1551714775-3554","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-40","Category Manager","https://www.naukri.com/job-listings-Category-Manager-Gonoise-com-Gurgaon-2-to-5-years-111018005382?src=premjobsearchDesk&sid=15517147421076&xp=29&px=40","Category Manager","Gonoise.com","Gurgaon","sales     pricing strategy     category management     new product     P&L Management     Business Growth     Relationship Management     Channel Sales","2 - 5 yrs","Negotiable","Internet  /    Ecommerce","Functional Area:     Sales   ,     Retail   ,     Business Development","Retail Sales","Sales/Business Development Manager","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization","MBA/PGDM - Any Specialization","- Should have a clear understanding of how the online Marketplaces function and should know the category managers in the Electronics / Mobile accessories space.
- Demonstrated ability to take ownership and drive results
- Expected to know the basics of digital - CPC, Amazon ASIN Optimization, Sessions/ Sessions percentages etc.
- Strong business judgment with a track record of successful negotiations and overall relationship management.
- Ability to think strategically and tactically, with excellent attention to detail
- Tenacity to develop ideas independently and thrive in a fast-paced start-up environment
- 2-5 years of relevant experience in category manager role desired
- B.Tech/ MBA from a reputed institute
- Good organizational skills including prioritizing, scheduling, time management, and meeting deadlines","null"
"1551716627-3973","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-32","Senior Software Engineer","https://www.naukri.com/job-listings-Senior-Software-Engineer-Aricent-Technologies-H-Limited-Gurgaon-3-to-5-years-260219901540?src=premjobsearchDesk&sid=15517165316160&xp=10&px=32","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1551713341-3077","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-50","Engineering Director - Machine Learning/ AI - Center of Excellence","https://www.naukri.com/job-listings-Engineering-Director-Machine-Learning-AI-Center-of-Excellence-Simply-People-Bengaluru-15-to-20-years-270219002215?src=premjobsearchDesk&sid=15517132285375&xp=6&px=50","Engineering Director - Machine Learning/ AI - Center of Excellence","Simply People","Bengaluru","Python     Deep Learning     Django     NLP     Data Science     Java     Artificial Intelligence     Machine Learning     Spark     Hadoop","15 - 20 yrs","Not Disclosed by Recruiter","Banking  /    Financial Services  /    Broking","Functional Area:     Top Management","CEO/MD/Director","Permanent Job, Full Time","null","B.Tech/B.E. - Any Specialization","Any Postgraduate - Any Specialization","null","null"
"1551716553-3944","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-32","Software Engineer II","https://www.naukri.com/job-listings-Software-Engineer-II-Philips-India-Limited-Bengaluru-2-to-4-years-260219900936?src=premjobsearchDesk&sid=15517165316160&xp=39&px=32","Software Engineer II","Philips India Limited","Bengaluru","winforms     c#     wpf     c#.net     .net     dicom     object oriented design     unit testing     software engineering","2 - 4 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Computers, Electrical, Electronics/Telecommunication","MCA - Computers, M.Tech - Computers, Electrical, Electronics/Telecommunication, MS/M.Sc(Science) - Computers, Electrical Engineering, Electronics","null","null"
"1551716521-3935","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-32","Mechanical Engineer - Catia V5 (rail Domain)","https://www.naukri.com/job-listings-Mechanical-Engineer-Catia-V5-rail-Domain-QuEST-Global-Engineering-Services-Private-Limited-Bengaluru-3-to-5-years-260219900620?src=premjobsearchDesk&sid=15517165316160&xp=48&px=32","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1551714860-3583","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-39","Hardware Verification Engineer","https://www.naukri.com/job-listings-Hardware-Verification-Engineer-ThinCI-Semiconductor-Technologies-India-Pvt-Ltd-Hyderabad-5-to-8-years-190119900065?src=premjobsearchDesk&sid=15517148851430&xp=50&px=39","Hardware Verification Engineer","ThinCI Semiconductor Technologies India Pvt. Ltd.","Hyderabad","Hardware Verification Engineer     Test plan development     SoC Verification     SV Testbench     debugging     Processor Verification     Unix Make     Unix Shell Scripts","5 - 8 yrs","Not Disclosed by Recruiter","Semiconductors  /    Electronics","Functional Area:     IT Software - Embedded   ,     EDA   ,     VLSI   ,     ASIC   ,     Chip Design","Programming & Design","Testing Engineer","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization","M.Tech - Any Specialization","null","null"
"1551714620-3501","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-41","HVAC Sales Engineers / Asst. Manager / Manager","https://www.naukri.com/job-listings-HVAC-Sales-Engineers-Asst-Manager-Manager-Reynold-India-Pvt-Ltd-Mumbai-Ahmedabad-3-to-5-years-280219901393?src=premjobsearchDesk&sid=15517145916131&xp=32&px=41","HVAC Sales Engineers / Asst. Manager / Manager","Reynold India Pvt Ltd","Mumbai,    Ahmedabad","Hvac Sales     After Sales Support     Customer Satisfaction     General Management     B.E Mechanical     Sales","3 - 5 yrs","Not Disclosed by Recruiter","Industrial Products  /    Heavy Machinery","Functional Area:     Sales   ,     Retail   ,     Business Development","Channel Sales","Sales / BD Manager","Permanent Job, Full Time","B.Tech/B.E. - Mechanical","Any Postgraduate - Any Specialization","Expectations:","null"
"1551713704-3191","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","Dell Boomi Developer - API Integration","https://www.naukri.com/job-listings-Dell-Boomi-Developer-API-Integration-Confidential-Hyderabad-4-to-6-years-141218901698?src=premjobsearchDesk&sid=15517137072445&xp=42&px=47","Dell Boomi Developer - API Integration","Confidential","Hyderabad","Web Services     Technical Design     Web Technologies     Quality Standards     deployment     Boomi EDI Integration     API management     SQL Server","4 - 6 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","Any Graduate - Any Specialization","Any Postgraduate - Any Specialization","null","null"
"1551713753-3207","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","RTL Design(storage Domain) Openings - Xilinx,hyderabad","https://www.naukri.com/job-listings-RTL-Design-storage-Domain-Openings-Xilinx-hyderabad-Xilinx-India-Pvt-Ltd-Hyderabad-8-to-13-years-241017002879?src=premjobsearchDesk&sid=15517137072445&xp=26&px=47","RTL Design(storage Domain) Openings - Xilinx,hyderabad","Xilinx India Pvt Ltd","Hyderabad","soc design     rtl     primetime     sta analysis     ethernet     onfi 3.1 nand     micro - architecture     rtl design     pci     pcie     usb     ddr     memory controller     ip design     ddr2     ddr3     micro architecture     lint     sta     static timing analysis     synthesis     SATA     Storage","8 - 13 yrs","Not Disclosed by Recruiter","Semiconductors  /    Electronics","Functional Area:     IT Software - Embedded   ,     EDA   ,     VLSI   ,     ASIC   ,     Chip Design","Programming & Design","Project Lead","Permanent Job, Full Time","Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization, Computers, Electrical","MS/M.Sc(Science) - Any Specialization, Electronics, M.Tech - Any Specialization, Electronics/Telecommunication","null","null"
"1551716718-4005","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-31","Senior Software Engineer- UI","https://www.naukri.com/job-listings-Senior-Software-Engineer-UI-Myntra-Designs-Pvt-Ltd-Bengaluru-3-to-6-years-261218900568?src=premjobsearchDesk&sid=15517166815011&xp=28&px=31","Senior Software Engineer- UI","Myntra Designs Pvt. Ltd.","Bengaluru","UI     HTML5     CSS3     JavaScript     UI architecture     framework design     HTTP     programming","3 - 6 yrs","Not Disclosed by Recruiter","Internet  /    Ecommerce","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Computers","M.Tech - Computers, MCA - Computers, MS/M.Sc(Science) - Computers","null","null"
"1551713758-3209","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-47","Software Development Engineer - BI/ DW/ Hadoop","https://www.naukri.com/job-listings-Software-Development-Engineer-BI-DW-Hadoop-Career-Infosystem-Gurgaon-5-to-8-years-270219005132?src=premjobsearchDesk&sid=15517137072445&xp=24&px=47","Software Development Engineer - BI/ DW/ Hadoop","Career Infosystem","Gurgaon","Teradata SQL     ETL     DW     R     Business Intelligence     Data Warehousing     Informatica     Predictive Analytics     Hadoop     Bi","5 - 8 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization, Computers, B.B.A / B.M.S - Management","null","null","null"
"1551715231-3714","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-37","Senior Manager - Strategic Sourcing - Formulation Business","https://www.naukri.com/job-listings-Senior-Manager-Strategic-Sourcing-Formulation-Business-BSM-Big-Social-Media-Bengaluru-10-to-15-years-250219901729?src=premjobsearchDesk&sid=15517151687796&xp=19&px=37","Senior Manager - Strategic Sourcing - Formulation Business","BSM Big Social Media","Bengaluru","Procurement     Purchase Requisition     Logistics     Import     Formulation Development     Vendor Qualification     New Projects     Strategic Sourcing     Custom Clearance     Senior Management","10 - 15 yrs","Not Disclosed by Recruiter","Strategy  /    Management Consulting Firms","Functional Area:     Strategy   ,     Management Consulting   ,     Corporate Planning","Corporate Planning/Consulting/Strategy","Corporate Planning/Strategy Manager","Permanent Job, Full Time","Any Graduate - Any Specialization","Any Postgraduate - Any Specialization","null","null"
"1551715974-3853","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-34","Opening for BA & Project Coordinator for US Based Technology Company","https://www.naukri.com/job-listings-Opening-for-BA-Project-Coordinator-for-US-Based-Technology-Company-Kiwi-Technologies-India-Pvt-Ltd-Noida-2-to-7-years-260219008446?src=premjobsearchDesk&sid=15517158624086&xp=30&px=34","Opening for BA & Project Coordinator for US Based Technology Company","Kiwi Technologies India Pvt. Ltd.","Noida","Project Management     Project Coordination     SCOPE     Feasibility Analysis     Brd     Proposals     System Design     Process Flow     End User     SDLC","2 - 7 yrs","Negotiable","IT-Software  /    Software Services","Functional Area:     Other","Other","Permanent Job, Full Time","null","null","null","","Must have worked with US Clients and possess good communication skills"
"1551718597-4682","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-8","Puresoftware is Hiring for Embedded Software Engineer || Noida Locatio","https://www.naukri.com/job-listings-Puresoftware-is-Hiring-for-Embedded-Software-Engineer-Noida-Locatio-PureSoftware-Pvt-Ltd-Noida-Sector-62-Noida-2-to-7-years-030319000813?src=premjobsearchDesk&sid=15517184942846&xp=1&px=8","Puresoftware is Hiring for Embedded Software Engineer || Noida Locatio","PureSoftware Pvt Ltd.","Noida(Sector-62 Noida)","u - boot     bsp     linux device driver     boot loader     C     datastructures     ARM     RTOS     I2C","2 - 7 yrs","INR     6,00,000 - 16,00,000 P.A. NA","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","null","null","required details as below:
 Exp: 2+ years
 Designation: Senior  Software Engineer/Software Engineer
 1. Minimum 3+ year hands on experience in C, Linux.","2. Hands on exp & knowledge Data structures."
"1551718333-4588","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-19","ACN - Digital - Analytics Enterprise Analytics","https://www.naukri.com/job-listings-ACN-Digital-Analytics-Enterprise-Analytics-Accenture-Bengaluru-8-to-10-years-250219902003?src=premjobsearchDesk&sid=15517183494992&xp=45&px=19","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1551715333-3733","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-36","Lead Software Engineering","https://www.naukri.com/job-listings-Lead-Software-Engineering-Lowe-s-Services-India-Private-limited-Bengaluru-5-to-8-years-250219902602?src=premjobsearchDesk&sid=15517153547415&xp=50&px=36","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"1551717085-4142","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-28","Dot Net Developer","https://www.naukri.com/job-listings-Dot-Net-Developer-Addnode-India-Pvt-Ltd-Pune-7-to-11-years-270219003156?src=premjobsearchDesk&sid=15517170865460&xp=41&px=28","Dot Net Developer","Addnode India Pvt Ltd","Pune","c#     asp.net     .net     javascript     oop     Dot net     ReactJs     AngularJS     typescript","7 - 11 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Programming & Design","Software Developer","Permanent Job, Full Time","B.Tech/B.E. - Any Specialization","M.Tech - Any Specialization, MCA - Computers","",""
"1551717461-4275","https://www.naukri.com/premium-jobs-for-iit-engineering-graduates-in-all-jobs-26","Tech Lead/cto - Full Stack Development - Web & Mobile Apps","https://www.naukri.com/job-listings-Tech-Lead-cto-Full-Stack-Development-Web-Mobile-Apps-Emploi-Consultancy-Indore-MP-3-to-6-years-270219903783?src=premjobsearchDesk&sid=15517173726811&xp=8&px=26","Tech Lead/cto - Full Stack Development - Web & Mobile Apps","Emploi Consultancy","Indore,    MP","backend operations     front end     web technologies     investment products     stock broking     Full Stack Development","3 - 6 yrs","Not Disclosed by Recruiter","IT-Software  /    Software Services","Functional Area:     IT Software - Application Programming   ,     Maintenance","Senior Management","Head/VP/GM-Technology(IT)/CTO","Permanent Job, Full Time","B.Tech/B.E. - Computers","M.Tech - Computers","null","null"
